PolicyNumber,CustomerID,Name,City,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P195,C195,Vihaan Reddy,Chandigarh,Female,53,Health,19-09-2024,19-09-2025,864.28,99279.7,CL195,07-08-2025,8402.73,Pending
P196,C196,Ishita Singh,Indore,Female,75,Auto,02-09-2025,02-09-2026,909.47,26880.21,CL196,17-03-2026,7047.84,Pending
P197,C197,Sai Kumar,Bengaluru,Male,28,Health,28-05-2025,28-05-2026,252.98,96038.2,CL197,06-06-2025,2506.66,Pending
P198,C198,Vivaan Patel,Chennai,Female,74,Travel,14-08-2025,14-08-2026,1162.59,90281.6,CL198,,0,Rejected
P199,C199,Vihaan Reddy,Hyderabad,Female,33,Travel,07-02-2025,07-02-2026,841.62,87904.44,CL199,15-11-2025,5722.05,Settled
P200,C200,Ishita Singh,Ahmedabad,Male,54,Health,31-08-2025,31-08-2026,997.72,22454.33,CL200,,0,Rejected
P201,C201,Kunal Mehta,Bengaluru,Female,53,Auto,23-01-2023,23-01-2024,916.5,26227.77,CL201,18-02-2023,4212.29,Rejected
P202,C202,Kunal Mehta,Ahmedabad,Female,57,Health,16-12-2025,16-12-2026,411.7,68236.12,CL202,,0,Rejected
P203,C203,Kunal Mehta,Chandigarh,Female,71,Travel,08-07-2024,08-07-2025,1456.32,25043.37,CL203,05-08-2024,5569.36,Settled
P204,C204,Arjun Nair,Ahmedabad,Male,25,Health,05-11-2025,05-11-2026,597.43,56983.02,CL204,21-11-2025,5077.41,Settled
P205,C205,Aarav Sharma,Ahmedabad,Male,58,Health,17-05-2024,17-05-2025,274.36,23589.9,CL205,,0,Rejected
P206,C206,Sai Kumar,Lucknow,Female,56,Health,22-12-2024,22-12-2025,372.63,43081.46,CL206,,0,Rejected
P207,C207,Kavya Reddy,Jaipur,Female,29,Health,19-04-2023,18-04-2024,801.6,68895.91,CL207,06-04-2024,1893.73,Rejected
P208,C208,Kunal Mehta,Chennai,Male,51,Travel,09-03-2025,09-03-2026,826.02,59893.21,CL208,,0,Rejected
P209,C209,Sai Kumar,Bengaluru,Female,55,Health,24-05-2025,24-05-2026,825.82,75998.03,CL209,,0,Rejected
P210,C210,Pooja Sharma,Jaipur,Female,32,Health,12-07-2024,12-07-2025,694.77,39438.34,CL210,13-03-2025,1262.57,Pending
P211,C211,Meera Kulkarni,Delhi,Female,35,Travel,07-09-2025,07-09-2026,1417.71,35499.67,CL211,09-02-2026,6027.31,Settled
P212,C212,Aditya Verma,Hyderabad,Female,53,Auto,25-05-2025,25-05-2026,703.04,28068.09,CL212,18-01-2026,9751.07,Settled
P213,C213,Sneha Iyer,Chennai,Male,48,Auto,03-02-2025,03-02-2026,1440.33,20331,CL213,,0,Rejected
P214,C214,Aarav Sharma,Indore,Female,70,Health,01-04-2024,01-04-2025,1295.72,80000.59,CL214,03-04-2024,1471.32,Pending
P215,C215,Meera Kulkarni,Ahmedabad,Male,47,Health,01-09-2025,01-09-2026,1193.5,90339.43,CL215,,0,Rejected
P216,C216,Pooja Sharma,Delhi,Male,73,Health,11-06-2024,11-06-2025,869.31,77970.75,CL216,29-10-2024,5969.09,Rejected
P217,C217,Sneha Iyer,Kolkata,Male,53,Health,29-11-2025,29-11-2026,1099.86,46005.42,CL217,03-09-2026,7043.41,Rejected
P218,C218,Sneha Iyer,Lucknow,Female,41,Auto,21-10-2025,21-10-2026,1494.47,63887.29,CL218,25-01-2026,4713.67,Rejected
P219,C219,Ishita Singh,Delhi,Male,60,Travel,21-02-2023,21-02-2024,828.4,67236.75,CL219,16-10-2023,8920.83,Rejected
P220,C220,Kunal Mehta,Delhi,Male,30,Health,08-04-2025,08-04-2026,707.54,94496.53,CL220,06-03-2026,8779.96,Settled
P221,C221,Vihaan Reddy,Hyderabad,Male,59,Auto,17-02-2023,17-02-2024,737.47,92640.45,CL221,,0,Rejected
P222,C222,Sneha Iyer,Delhi,Male,72,Travel,21-09-2024,21-09-2025,419.11,64230.62,CL222,27-12-2024,9049,Settled
P223,C223,Priya Nair,Chandigarh,Female,46,Travel,29-12-2023,28-12-2024,709.8,39173.02,CL223,25-04-2024,8493.95,Settled
P224,C224,Meera Kulkarni,Lucknow,Female,43,Auto,10-10-2024,10-10-2025,527.28,81272.04,CL224,11-07-2025,4285.04,Rejected
P225,C225,Arjun Nair,Indore,Male,70,Travel,27-08-2023,26-08-2024,1297.24,22355.02,CL225,07-08-2024,5091.45,Settled
P226,C226,Priya Nair,Indore,Male,56,Auto,19-11-2023,18-11-2024,904.29,51204.01,CL226,24-07-2024,6650.14,Rejected
P227,C227,Rohan Desai,Chandigarh,Male,73,Health,12-02-2023,12-02-2024,1161.81,86407.43,CL227,07-09-2023,4051.95,Settled
P228,C228,Ishita Singh,Bengaluru,Male,41,Travel,15-09-2023,14-09-2024,1150.8,98159.89,CL228,,0,Rejected
P229,C229,Sneha Iyer,Pune,Female,51,Travel,08-03-2023,07-03-2024,1325.41,35392.75,CL229,,0,Rejected
P230,C230,Vivaan Patel,Bengaluru,Male,32,Travel,16-07-2025,16-07-2026,835.68,74881.82,CL230,15-12-2025,3247.68,Rejected
P231,C231,Kunal Mehta,Pune,Female,54,Auto,17-05-2025,17-05-2026,564.98,97621.69,CL231,23-08-2025,3930.31,Rejected
P232,C232,Meera Kulkarni,Chennai,Female,49,Auto,23-04-2024,23-04-2025,1215.04,41520.78,CL232,,0,Rejected
P233,C233,Pooja Sharma,Ahmedabad,Female,66,Health,16-05-2024,16-05-2025,292.3,44043.9,CL233,30-12-2024,1495.75,Pending
P234,C234,Pooja Sharma,Jaipur,Female,33,Travel,17-02-2025,17-02-2026,1327.86,54840.33,CL234,14-04-2025,8129.81,Rejected
P235,C235,Sai Kumar,Pune,Female,48,Auto,10-03-2023,09-03-2024,399.5,45573.59,CL235,26-06-2023,7483.22,Pending
P236,C236,Ishita Singh,Kolkata,Male,59,Travel,07-12-2023,06-12-2024,671.47,49481.49,CL236,30-04-2024,5504.8,Rejected
P237,C237,Pooja Sharma,Chennai,Male,53,Auto,18-05-2024,18-05-2025,970.13,97300.39,CL237,,0,Rejected
P238,C238,Meera Kulkarni,Pune,Male,59,Auto,12-07-2024,12-07-2025,281.34,43864.2,CL238,28-08-2024,6631.17,Pending
P239,C239,Sai Kumar,Bengaluru,Male,66,Health,13-05-2025,13-05-2026,803.98,74909.96,CL239,04-12-2025,5680.11,Settled
P240,C240,Neha Joshi,Pune,Male,36,Auto,04-11-2025,04-11-2026,1280.14,99225.98,CL240,21-08-2026,4770.91,Pending
P241,C241,Sai Kumar,Ahmedabad,Female,26,Auto,17-12-2023,16-12-2024,1267.83,74962.3,CL241,08-06-2024,8369.01,Rejected
P242,C242,Vivaan Patel,Ahmedabad,Male,45,Health,20-02-2024,19-02-2025,404.89,73784.89,CL242,,0,Rejected
P243,C243,Rohan Desai,Ahmedabad,Male,47,Health,05-03-2024,05-03-2025,1062.15,77995.79,CL243,30-12-2024,7427.27,Rejected
P244,C244,Vivaan Patel,Hyderabad,Male,30,Health,21-08-2025,21-08-2026,816.46,66181.33,CL244,22-09-2025,8534.52,Settled
P245,C245,Kavya Reddy,Jaipur,Male,34,Travel,05-06-2025,05-06-2026,322.82,99041.68,CL245,23-12-2025,6782.03,Rejected
P246,C246,Vihaan Reddy,Mumbai,Male,58,Travel,02-01-2025,02-01-2026,256.46,70098.16,CL246,,0,Rejected
P247,C247,Rohan Desai,Indore,Male,29,Travel,28-06-2024,28-06-2025,894.7,60931.32,CL247,30-03-2025,7322.03,Pending
P248,C248,Vivaan Patel,Bengaluru,Female,36,Auto,06-04-2025,06-04-2026,496.02,27431.06,CL248,07-08-2025,7561.29,Settled
P249,C249,Arjun Nair,Ahmedabad,Female,31,Health,25-09-2025,25-09-2026,1244.37,29591.45,CL249,,0,Rejected
P250,C250,Pooja Sharma,Kolkata,Male,31,Auto,10-10-2023,09-10-2024,1171.87,88785.08,CL250,19-08-2024,7432.34,Rejected
P251,C251,Ananya Gupta,Indore,Male,42,Health,13-08-2025,13-08-2026,1155.49,31410.41,CL251,27-11-2025,1002.37,Rejected
P252,C252,Kunal Mehta,Delhi,Male,23,Travel,16-09-2023,15-09-2024,1498.38,58815.43,CL252,28-08-2024,5502.98,Rejected
P253,C253,Ananya Gupta,Mumbai,Male,58,Travel,25-08-2024,25-08-2025,937.43,35506.49,CL253,26-06-2025,4940.03,Settled
P254,C254,Neha Joshi,Pune,Female,65,Auto,01-03-2025,01-03-2026,1222.21,20518.78,CL254,,0,Rejected
P255,C255,Vivaan Patel,Chandigarh,Female,41,Travel,27-04-2024,27-04-2025,497.12,95073.9,CL255,,0,Rejected
P256,C256,Sneha Iyer,Bengaluru,Female,34,Auto,08-05-2023,07-05-2024,606.5,56267.8,CL256,23-11-2023,6259.76,Pending
P257,C257,Aarav Sharma,Mumbai,Male,60,Auto,04-06-2023,03-06-2024,915.97,99869.95,CL257,12-04-2024,7621.15,Settled
P258,C258,Sai Kumar,Delhi,Male,54,Travel,29-10-2024,29-10-2025,1058.94,23315.97,CL258,14-03-2025,6535.91,Pending
P259,C259,Vihaan Reddy,Pune,Male,40,Health,18-07-2023,17-07-2024,724.26,94394.88,CL259,17-03-2024,1899.54,Rejected
P260,C260,Aarav Sharma,Indore,Female,72,Travel,14-03-2025,14-03-2026,598.58,83755.51,CL260,19-09-2025,4252.36,Rejected
P261,C261,Priya Nair,Delhi,Male,60,Health,23-04-2025,23-04-2026,585.41,75176.78,CL261,,0,Rejected
P262,C262,Vihaan Reddy,Pune,Female,46,Auto,06-05-2023,05-05-2024,305.06,63866.19,CL262,05-03-2024,1462.04,Settled
P263,C263,Pooja Sharma,Delhi,Female,54,Health,07-04-2023,06-04-2024,1202.72,64718.08,CL263,25-12-2023,3790.07,Rejected
P264,C264,Vihaan Reddy,Chandigarh,Female,66,Auto,05-07-2025,05-07-2026,1303.58,80523.55,CL264,,0,Rejected
P265,C265,Pooja Sharma,Mumbai,Female,43,Travel,05-05-2025,05-05-2026,1145.91,78295.69,CL265,10-11-2025,6349.88,Pending
P266,C266,Arjun Nair,Pune,Male,63,Health,03-11-2023,02-11-2024,1444.24,82807.5,CL266,12-02-2024,7706.96,Pending
P267,C267,Kavya Reddy,Pune,Female,72,Travel,24-01-2023,24-01-2024,929.44,85770.54,CL267,,0,Rejected
P268,C268,Arjun Nair,Indore,Male,36,Travel,28-07-2025,28-07-2026,266.06,53959.79,CL268,26-11-2025,8924.81,Rejected
P269,C269,Vihaan Reddy,Lucknow,Male,47,Travel,21-08-2023,20-08-2024,1337.64,28200.04,CL269,,0,Rejected
P270,C270,Kavya Reddy,Lucknow,Female,68,Auto,20-02-2025,20-02-2026,442.44,48165.49,CL270,01-09-2025,2860.07,Pending
P271,C271,Vivaan Patel,Delhi,Male,50,Auto,07-07-2025,07-07-2026,765.8,83198.74,CL271,21-08-2025,9069,Rejected
P272,C272,Pooja Sharma,Delhi,Male,56,Travel,16-01-2024,15-01-2025,1004.18,21836.58,CL272,09-08-2024,6640.36,Pending
P273,C273,Sai Kumar,Pune,Male,61,Travel,17-11-2024,17-11-2025,1326.74,46156.08,CL273,02-03-2025,2458.38,Pending
P274,C274,Kunal Mehta,Hyderabad,Female,44,Auto,22-02-2024,21-02-2025,520.41,97002.62,CL274,19-02-2025,8446.88,Rejected
P275,C275,Vivaan Patel,Indore,Male,51,Travel,01-07-2024,01-07-2025,1485.93,52792.82,CL275,,0,Rejected
P276,C276,Kavya Reddy,Mumbai,Male,47,Travel,10-06-2023,09-06-2024,740.17,52416.51,CL276,14-08-2023,4110.51,Rejected
P277,C277,Kunal Mehta,Kolkata,Male,62,Health,05-06-2025,05-06-2026,790.34,27696.69,CL277,,0,Rejected
P278,C278,Ishita Singh,Kolkata,Male,64,Health,03-12-2024,03-12-2025,324.64,36007.49,CL278,18-12-2024,9699.42,Pending
P279,C279,Ananya Gupta,Chennai,Male,28,Auto,29-07-2025,29-07-2026,1292.52,41806.21,CL279,,0,Rejected
P280,C280,Arjun Nair,Ahmedabad,Male,32,Auto,18-05-2023,17-05-2024,867.55,37656.35,CL280,13-06-2023,2002.89,Rejected
P281,C281,Kavya Reddy,Delhi,Male,29,Health,18-11-2024,18-11-2025,588.62,58943.33,CL281,05-08-2025,2356.12,Pending
P282,C282,Vivaan Patel,Bengaluru,Female,44,Health,02-10-2023,01-10-2024,518.84,49409.37,CL282,31-10-2023,6175.64,Pending
P283,C283,Meera Kulkarni,Bengaluru,Male,64,Auto,15-02-2023,15-02-2024,1067.3,37815.5,CL283,20-12-2023,3579.51,Settled
P284,C284,Ishita Singh,Pune,Female,64,Health,26-06-2023,25-06-2024,517.04,63080.19,CL284,,0,Rejected
P285,C285,Vihaan Reddy,Delhi,Male,26,Travel,24-10-2025,24-10-2026,589.08,66109.57,CL285,26-01-2026,4305.03,Rejected
P286,C286,Kavya Reddy,Chennai,Male,65,Auto,02-08-2025,02-08-2026,1437.23,99142.6,CL286,01-08-2026,5611.2,Rejected
P287,C287,Sneha Iyer,Chennai,Male,57,Health,22-10-2025,22-10-2026,465.82,63631.05,CL287,,0,Rejected
P288,C288,Priya Nair,Lucknow,Male,25,Health,25-10-2023,24-10-2024,1471.48,75158.93,CL288,,0,Rejected
P289,C289,Sai Kumar,Indore,Female,47,Health,26-09-2023,25-09-2024,1465.85,84123.11,CL289,19-05-2024,9756.22,Settled
P290,C290,Meera Kulkarni,Chandigarh,Female,52,Auto,19-07-2023,18-07-2024,794.71,22309.24,CL290,27-06-2024,3685.73,Rejected
P291,C291,Meera Kulkarni,Hyderabad,Male,35,Travel,02-10-2025,02-10-2026,1180.72,70731.21,CL291,28-10-2025,5125.74,Pending
P292,C292,Vivaan Patel,Indore,Female,56,Auto,06-06-2024,06-06-2025,1419.42,88814.24,CL292,,0,Rejected
P293,C293,Pooja Sharma,Lucknow,Female,26,Auto,01-10-2024,01-10-2025,767.22,74088.82,CL293,23-12-2024,5818.19,Rejected
P294,C294,Rohan Desai,Chennai,Female,24,Travel,06-08-2023,05-08-2024,959.1,65438.64,CL294,,0,Rejected
P295,C295,Rohan Desai,Ahmedabad,Female,37,Auto,14-04-2024,14-04-2025,392.44,42140.79,CL295,,0,Rejected
P296,C296,Vihaan Reddy,Hyderabad,Female,75,Health,22-11-2025,22-11-2026,962.67,80343.2,CL296,,0,Rejected
P297,C297,Neha Joshi,Delhi,Male,63,Health,19-11-2025,19-11-2026,1158.88,27117.15,CL297,,0,Rejected
P298,C298,Aarav Sharma,Pune,Female,68,Health,03-02-2024,02-02-2025,512.07,20113.27,CL298,24-04-2024,8677.25,Rejected
P299,C299,Aarav Sharma,Indore,Male,73,Travel,17-11-2024,17-11-2025,1489.07,91139.57,CL299,,0,Rejected
P300,C300,Rohan Desai,Pune,Female,56,Health,24-05-2024,24-05-2025,1336.6,69083.81,CL300,,0,Rejected
P301,C301,Rohan Desai,Hyderabad,Male,57,Travel,03-05-2025,03-05-2026,974.67,44844.47,CL301,22-03-2026,6766.88,Settled
P302,C302,Ananya Gupta,Ahmedabad,Female,30,Travel,27-06-2023,26-06-2024,277.63,44228.07,CL302,14-10-2023,5444.06,Rejected
P303,C303,Aarav Sharma,Chandigarh,Female,67,Health,19-04-2023,18-04-2024,1009.68,39646.4,CL303,18-02-2024,4778.26,Rejected
P304,C304,Sneha Iyer,Jaipur,Female,42,Travel,30-03-2024,30-03-2025,473.09,97799.75,CL304,,0,Rejected
P305,C305,Priya Nair,Kolkata,Female,41,Travel,09-08-2024,09-08-2025,1218.71,83402.01,CL305,,0,Rejected
P306,C306,Pooja Sharma,Hyderabad,Female,70,Auto,26-09-2025,26-09-2026,948.91,78077.98,CL306,,0,Rejected
P307,C307,Sneha Iyer,Kolkata,Female,49,Auto,14-07-2025,14-07-2026,339.25,23103.98,CL307,25-09-2025,6134.38,Rejected
P308,C308,Kunal Mehta,Hyderabad,Female,65,Auto,13-06-2025,13-06-2026,1070.34,53031.56,CL308,,0,Rejected
P309,C309,Vihaan Reddy,Ahmedabad,Female,43,Health,16-04-2023,15-04-2024,924.74,63567.55,CL309,23-03-2024,6954.07,Rejected
P310,C310,Rohan Desai,Indore,Male,26,Auto,11-10-2025,11-10-2026,1140.75,47761.56,CL310,,0,Rejected
P311,C311,Rohan Desai,Jaipur,Male,68,Auto,11-04-2023,10-04-2024,1078.32,95109.76,CL311,04-01-2024,9475.62,Rejected
P312,C312,Aarav Sharma,Bengaluru,Male,35,Auto,31-03-2025,31-03-2026,454.39,92321.55,CL312,29-12-2025,3273.16,Rejected
P313,C313,Kavya Reddy,Delhi,Female,39,Travel,21-03-2023,20-03-2024,407.01,64941.81,CL313,13-10-2023,6079.28,Rejected
P314,C314,Aarav Sharma,Delhi,Female,26,Auto,04-01-2023,04-01-2024,1325.08,54014.47,CL314,19-09-2023,4609.07,Settled
P315,C315,Kavya Reddy,Jaipur,Female,50,Travel,16-06-2023,15-06-2024,1433.72,20959.71,CL315,,0,Rejected
P316,C316,Ishita Singh,Delhi,Female,70,Travel,02-02-2025,02-02-2026,717.86,84172.81,CL316,30-09-2025,4699.59,Rejected
P317,C317,Kunal Mehta,Ahmedabad,Male,35,Auto,27-11-2023,26-11-2024,1468.07,64041.66,CL317,,0,Rejected
P318,C318,Aditya Verma,Bengaluru,Female,74,Travel,25-07-2025,25-07-2026,971.14,52259.65,CL318,29-08-2025,9653.5,Rejected
P319,C319,Vihaan Reddy,Kolkata,Male,56,Auto,01-01-2023,01-01-2024,1434.41,28718.81,CL319,19-10-2023,9900.69,Settled
P320,C320,Vivaan Patel,Jaipur,Male,52,Auto,30-09-2024,30-09-2025,1499.42,87874.21,CL320,11-03-2025,4089.32,Pending
P321,C321,Aarav Sharma,Indore,Male,49,Health,11-01-2023,11-01-2024,1318.74,35851.41,CL321,,0,Rejected
P322,C322,Aarav Sharma,Kolkata,Male,58,Health,09-11-2023,08-11-2024,1065.95,63277.93,CL322,,0,Rejected
P323,C323,Sai Kumar,Ahmedabad,Female,51,Health,25-09-2023,24-09-2024,857.83,41420.69,CL323,10-09-2024,8408.75,Settled
P324,C324,Ishita Singh,Jaipur,Female,34,Health,25-12-2025,25-12-2026,905.69,67826.71,CL324,,0,Rejected
P325,C325,Arjun Nair,Chandigarh,Female,41,Travel,20-03-2025,20-03-2026,858.5,64299.99,CL325,,0,Rejected
P326,C326,Aarav Sharma,Pune,Male,67,Auto,18-12-2023,17-12-2024,898.45,61719.61,CL326,15-08-2024,3019.36,Rejected
P327,C327,Kavya Reddy,Pune,Female,21,Auto,21-12-2023,20-12-2024,276.05,39048.64,CL327,27-08-2024,9185.2,Pending
P328,C328,Arjun Nair,Bengaluru,Female,33,Travel,06-02-2025,06-02-2026,1009.32,82337.75,CL328,28-08-2025,5442.82,Rejected
P329,C329,Kunal Mehta,Lucknow,Female,22,Travel,08-11-2024,08-11-2025,341.07,31929.04,CL329,12-09-2025,9443.95,Settled
P330,C330,Pooja Sharma,Bengaluru,Male,51,Travel,06-06-2024,06-06-2025,1322.72,60220.77,CL330,,0,Rejected
P331,C331,Neha Joshi,Kolkata,Female,37,Auto,20-12-2023,19-12-2024,1083.76,71197.03,CL331,16-11-2024,9025.03,Rejected
P332,C332,Sai Kumar,Delhi,Male,47,Auto,15-09-2023,14-09-2024,485.24,81004.36,CL332,,0,Rejected
P333,C333,Vihaan Reddy,Indore,Female,73,Auto,10-02-2025,10-02-2026,346.15,83584.27,CL333,04-02-2026,1619.82,Pending
P334,C334,Rohan Desai,Mumbai,Female,43,Auto,06-07-2023,05-07-2024,1132.08,66050.23,CL334,,0,Rejected
P335,C335,Aditya Verma,Hyderabad,Male,29,Health,23-03-2024,23-03-2025,534.79,48239.9,CL335,25-04-2024,7032.69,Rejected
P336,C336,Vivaan Patel,Indore,Male,25,Auto,31-07-2023,30-07-2024,632.62,69534.87,CL336,11-09-2023,9567.64,Pending
P337,C337,Aditya Verma,Jaipur,Female,52,Auto,10-03-2025,10-03-2026,984.75,31826.5,CL337,01-01-2026,7781.14,Pending
P338,C338,Aditya Verma,Lucknow,Female,25,Auto,16-07-2024,16-07-2025,1496.93,96946.97,CL338,19-11-2024,2294.71,Rejected
P339,C339,Priya Nair,Indore,Female,57,Travel,06-06-2024,06-06-2025,1352.8,94777.55,CL339,06-01-2025,1041.92,Pending
P340,C340,Meera Kulkarni,Kolkata,Female,48,Auto,29-09-2024,29-09-2025,1380.58,57978.53,CL340,01-09-2025,7842.28,Rejected
P341,C341,Priya Nair,Lucknow,Male,64,Travel,11-06-2025,11-06-2026,1351.1,47256.44,CL341,08-08-2025,3860.19,Pending
P342,C342,Priya Nair,Lucknow,Male,52,Travel,04-06-2025,04-06-2026,1236.99,83484.58,CL342,17-08-2025,4915.92,Pending
P343,C343,Kunal Mehta,Bengaluru,Male,27,Travel,07-06-2024,07-06-2025,962.02,43064.19,CL343,04-05-2025,2555.26,Pending
P344,C344,Neha Joshi,Mumbai,Female,51,Auto,14-03-2025,14-03-2026,1306.83,58304.85,CL344,04-09-2025,5386.09,Settled
P345,C345,Aarav Sharma,Lucknow,Female,66,Travel,02-11-2023,01-11-2024,724.83,25174.57,CL345,26-04-2024,9632.32,Pending
P346,C346,Kavya Reddy,Kolkata,Female,38,Auto,24-04-2025,24-04-2026,530.05,50736.36,CL346,,0,Rejected
P347,C347,Priya Nair,Chennai,Male,54,Health,29-10-2024,29-10-2025,1310.9,76292.52,CL347,02-11-2024,8709.27,Pending
P348,C348,Vihaan Reddy,Kolkata,Male,35,Health,29-12-2025,29-12-2026,272.17,50710.38,CL348,02-06-2026,3535.21,Settled
P349,C349,Kunal Mehta,Lucknow,Male,44,Travel,09-05-2024,09-05-2025,341.51,40950.95,CL349,04-05-2025,4835.94,Settled
P350,C350,Ananya Gupta,Pune,Female,68,Travel,14-10-2024,14-10-2025,542.84,49731.25,CL350,,0,Rejected
P351,C351,Kavya Reddy,Hyderabad,Female,58,Travel,12-04-2024,12-04-2025,1437.83,31929.36,CL351,26-01-2025,7094.34,Pending
P352,C352,Pooja Sharma,Pune,Female,67,Auto,14-06-2024,14-06-2025,1241.56,65233.21,CL352,18-12-2024,6636.78,Pending
P353,C353,Priya Nair,Chandigarh,Female,73,Health,03-05-2023,02-05-2024,267.82,31480.87,CL353,,0,Rejected
P354,C354,Kunal Mehta,Jaipur,Female,72,Travel,23-03-2025,23-03-2026,700.82,97649.79,CL354,,0,Rejected
P355,C355,Aditya Verma,Chandigarh,Female,55,Travel,20-05-2024,20-05-2025,868.27,60947.47,CL355,21-07-2024,1456.31,Settled
P356,C356,Vivaan Patel,Chandigarh,Female,35,Auto,20-04-2025,20-04-2026,1188.53,55992.56,CL356,29-11-2025,1173.65,Pending
P357,C357,Ananya Gupta,Mumbai,Male,65,Health,22-10-2025,22-10-2026,1088.15,61604.34,CL357,08-01-2026,5813.04,Rejected
P358,C358,Priya Nair,Delhi,Male,22,Travel,22-03-2025,22-03-2026,1112.53,20416.18,CL358,,0,Rejected
P359,C359,Sai Kumar,Jaipur,Female,55,Travel,03-07-2024,03-07-2025,257.43,48676.61,CL359,,0,Rejected
P360,C360,Kavya Reddy,Indore,Female,34,Travel,29-01-2024,28-01-2025,480.18,80406.48,CL360,14-12-2024,4219.48,Pending
P361,C361,Priya Nair,Jaipur,Female,22,Health,25-09-2023,24-09-2024,363.33,77978.72,CL361,29-10-2023,3050.37,Settled
P362,C362,Sai Kumar,Jaipur,Male,55,Travel,09-06-2023,08-06-2024,1479.3,35069.13,CL362,,0,Rejected
P363,C363,Pooja Sharma,Hyderabad,Male,55,Travel,19-11-2023,18-11-2024,1243.68,23983.31,CL363,25-05-2024,7754.65,Pending
P364,C364,Sneha Iyer,Hyderabad,Female,62,Travel,24-03-2024,24-03-2025,393.69,69742.28,CL364,08-09-2024,8474.18,Rejected
P365,C365,Rohan Desai,Lucknow,Female,46,Travel,28-01-2024,27-01-2025,1296.33,45191.64,CL365,,0,Rejected
P366,C366,Sai Kumar,Chennai,Male,52,Health,24-04-2023,23-04-2024,289.51,38939.81,CL366,,0,Rejected
P367,C367,Vihaan Reddy,Bengaluru,Female,38,Auto,14-06-2024,14-06-2025,837.86,56339,CL367,08-10-2024,1043.25,Rejected
P368,C368,Vihaan Reddy,Pune,Male,49,Auto,20-09-2025,20-09-2026,1032.99,27717.38,CL368,,0,Rejected
P369,C369,Priya Nair,Jaipur,Male,43,Travel,18-04-2025,18-04-2026,288.98,35466.59,CL369,01-10-2025,1606.37,Rejected
P370,C370,Ishita Singh,Chennai,Male,27,Auto,30-05-2025,30-05-2026,1076.17,98526,CL370,30-07-2025,4723.97,Pending
P371,C371,Meera Kulkarni,Hyderabad,Female,72,Auto,28-07-2024,28-07-2025,1123.31,84477.89,CL371,17-02-2025,7520.94,Rejected
P372,C372,Rohan Desai,Kolkata,Male,51,Travel,07-06-2023,06-06-2024,883.16,35759.23,CL372,08-03-2024,3473.33,Pending
P373,C373,Neha Joshi,Ahmedabad,Male,54,Travel,18-03-2025,18-03-2026,936.45,33541.85,CL373,,0,Rejected
P374,C374,Sneha Iyer,Hyderabad,Male,47,Auto,04-12-2024,04-12-2025,1284.08,22179.83,CL374,13-09-2025,1406.2,Pending
P375,C375,Priya Nair,Lucknow,Male,74,Auto,16-01-2023,16-01-2024,370.87,42721.39,CL375,14-08-2023,3516.86,Rejected
P376,C376,Aditya Verma,Ahmedabad,Male,71,Health,14-10-2024,14-10-2025,721.94,74585.89,CL376,05-06-2025,2362.41,Settled
P377,C377,Priya Nair,Mumbai,Female,67,Auto,06-10-2025,06-10-2026,403.94,23475.45,CL377,11-11-2025,6010.63,Pending
P378,C378,Neha Joshi,Jaipur,Female,39,Health,09-04-2023,08-04-2024,710.06,97806.89,CL378,20-03-2024,9548.07,Settled
P379,C379,Pooja Sharma,Indore,Female,65,Health,02-04-2023,01-04-2024,823.61,61454.53,CL379,,0,Rejected
P380,C380,Sai Kumar,Mumbai,Male,58,Auto,04-12-2023,03-12-2024,260.94,79648.41,CL380,06-07-2024,8619.23,Pending
P381,C381,Ananya Gupta,Kolkata,Female,41,Travel,04-03-2024,04-03-2025,1353.1,52877.57,CL381,,0,Rejected
P382,C382,Aditya Verma,Lucknow,Female,39,Travel,16-01-2024,15-01-2025,1177.9,72747.69,CL382,16-09-2024,5864.82,Rejected
P383,C383,Meera Kulkarni,Delhi,Male,40,Auto,10-04-2024,10-04-2025,945.92,36628.72,CL383,,0,Rejected
P384,C384,Kavya Reddy,Indore,Male,50,Auto,03-08-2023,02-08-2024,1152.62,69307.03,CL384,25-01-2024,4694.23,Rejected
P385,C385,Ananya Gupta,Chennai,Female,74,Health,06-08-2025,06-08-2026,410.38,21805.77,CL385,10-11-2025,3838.32,Settled
P386,C386,Kunal Mehta,Jaipur,Male,37,Health,18-05-2024,18-05-2025,1331.94,45735.8,CL386,27-06-2024,9465.2,Settled
P387,C387,Vivaan Patel,Chennai,Male,49,Health,11-11-2023,10-11-2024,903.41,35475.16,CL387,,0,Rejected
P388,C388,Sneha Iyer,Mumbai,Male,71,Travel,29-03-2023,28-03-2024,584.36,92422.02,CL388,18-11-2023,5359.47,Settled
P389,C389,Aarav Sharma,Ahmedabad,Male,45,Auto,08-04-2023,07-04-2024,896.95,20442.37,CL389,22-11-2023,4448.46,Rejected
P390,C390,Aarav Sharma,Delhi,Male,67,Health,03-05-2023,02-05-2024,1156.09,50218.96,CL390,31-10-2023,2740.51,Settled
P391,C391,Neha Joshi,Chennai,Female,74,Travel,17-10-2025,17-10-2026,846.76,65093.23,CL391,,0,Rejected
P392,C392,Sai Kumar,Bengaluru,Female,46,Travel,27-10-2025,27-10-2026,539.61,52989.02,CL392,,0,Rejected
